$crassa_BA_sex
       Geneid methylation  expression
1253 Ntsc2296  0.00000000 -2.0605739
1270 Ntsc2313  0.12831858  9.5153660
1335 Ntsc2378  0.06707317 11.2425844
1447 Ntsc2490  0.00000000  4.7544261
1473 Ntsc2516  0.10869565  7.9997935
1475 Ntsc2518  0.08888889  1.8584129
1494 Ntsc2537  0.11688312  6.0426008
1517 Ntsc2560  0.08530806  8.0222530
1573 Ntsc2616  0.13821138 12.2633618
1690 Ntsc2733  0.12307692  9.7782731
1711 Ntsc2754  0.09375000  7.8086946
1715 Ntsc2758  0.13978495  7.9045177
1744 Ntsc2787  0.10843373  1.5927804
1773 Ntsc2816  0.10000000  6.4403492
1776 Ntsc2819  0.14333333  6.8511228
1798 Ntsc2841  0.00990099 -0.7277032
1831 Ntsc2875  0.10294118  4.8427728
1858 Ntsc2902  0.11904762 10.4895345
1928 Ntsc2972  0.13114754  7.3226163
1991 Ntsc3036  0.14130435 -1.3804999
2014 Ntsc3059  0.07705934  9.8835409
2026 Ntsc3071  0.14285714 -1.4014426
2041 Ntsc3086  0.11864407  1.9375961
2052 Ntsc3097  0.12626263  9.8527922
2057 Ntsc3102  0.10931900  7.4862833
2192 Ntsc3237  0.13235294  9.9659037
2298 Ntsc3343  0.13761468  8.3175699
2302 Ntsc3347  0.03409091  7.7389708
2350 Ntsc3395  0.12380952 10.4592724
2355 Ntsc3400  0.13793103  9.2243246
2449 Ntsc3494  0.13114754  7.8547892
2466 Ntsc3511  0.12068966  7.0737430
2506 Ntsc3551  0.12244898  8.3944029
2529 Ntsc3574  0.14393939  9.3660248
2582 Ntsc3627  0.12307692  1.9812498
2612 Ntsc3657  0.14525140  3.7149637
2664 Ntsc3710  0.00000000  5.7344119
2698 Ntsc3744  0.12941176  9.3445717
2748 Ntsc3794  0.12849162 13.0620223
2837 Ntsc3883  0.10714286  5.2008386
2879 Ntsc3925  0.13157895  5.5209307
2916 Ntsc3963  0.13157895 -0.6881563
2935 Ntsc3982  0.11805556  9.8646812
2969 Ntsc4016  0.13888889  4.2830371
2975 Ntsc4022  0.07692308  4.6382813
3065 Ntsc4112  0.14574899 11.1663389
3169 Ntsc4216  0.14285714  7.4228800
3364 Ntsc4411  0.10493827 12.6070315
3373 Ntsc4420  0.11538462  8.4117861
3381 Ntsc4428  0.12765957  5.0484733
3478 Ntsc4525  0.05263158  0.6484350
3545 Ntsc4592  0.12299465  6.6088966
3624 Ntsc4671  0.11538462  6.2951021
3663 Ntsc4710  0.11538462 -0.8310151
3669 Ntsc4716  0.14371257  7.2055618
3687 Ntsc4734  0.08955224 -2.2077446
3709 Ntsc4756  0.12500000  0.6815947
3790 Ntsc4837  0.11764706  0.7586592
4007 Ntsc5054  0.14367816  7.1523736
4037 Ntsc5084  0.14285714 12.1482508
4095 Ntsc5142  0.12500000  3.0308494
4144 Ntsc5191  0.09126984 12.3599314
4145 Ntsc5192  0.05280528 11.2124858
4306 Ntsc5354  0.14035088  7.8746012
4312 Ntsc5360  0.12987013  2.5945130
4319 Ntsc5367  0.13194444  5.5339114
4346 Ntsc5394  0.00000000  2.8434552
4396 Ntsc5444  0.11504425  8.0448521
4415 Ntsc5463  0.13475177  8.7556311
4430 Ntsc5478  0.07500000  7.3067343
4437 Ntsc5485  0.00000000 10.5818327
4461 Ntsc5509  0.07176287  9.3891693
4480 Ntsc5528  0.10714286  7.0113851
4789 Ntsc5837  0.13461538 -1.5088940
4792 Ntsc5840  0.11111111 -1.8785406
4805 Ntsc5853  0.13658537  9.0767870
5011 Ntsc6059  0.14084507  2.1688592
5027 Ntsc6075  0.14000000 -1.2257965
5093 Ntsc6141  0.14371257  8.9018321
5096 Ntsc6144  0.00000000  6.9742920
5174 Ntsc6222  0.10000000  7.8622853
5186 Ntsc6234  0.11111111 -1.0044884
5261 Ntsc6309  0.11600000  8.8136537
5351 Ntsc6400  0.00000000  6.3161408
5369 Ntsc6418  0.12000000  4.9141776
5420 Ntsc6469  0.12068966  6.9837372
5490 Ntsc6539  0.11111111 -0.1094834
5566 Ntsc6616  0.00000000 -1.6321722
5574 Ntsc6625  0.12500000  7.7857015
5584 Ntsc6635  0.13483146  0.2479405
5630 Ntsc6681  0.00000000  3.8990948
5664 Ntsc6715  0.10126582  8.5443430
5696 Ntsc6747  0.07507508  6.0254565
5781 Ntsc6832  0.13173653 13.5699585
5901 Ntsc6952  0.12230216  5.9705863
5918 Ntsc6969  0.13114754  2.2895786
5961 Ntsc7012  0.00000000  8.7002422
5974 Ntsc7025  0.08000000  1.3054738
6001 Ntsc7052  0.12000000  7.3132061
6024 Ntsc7075  0.11111111 10.4074708
6053 Ntsc7104  0.10344828  5.0910000
6054 Ntsc7105  0.10000000 -0.5010962
6065 Ntsc7116  0.13793103  3.2085291
6074 Ntsc7125  0.09234828  8.7673178
6078 Ntsc7129  0.13333333  5.4929288
6079 Ntsc7130  0.07464455 11.9302311
6107 Ntsc7158  0.09375000  2.6323549
6120 Ntsc7171  0.11764706  5.5233099
6172 Ntsc7223  0.14427861  6.6144087
6480 Ntsc7532  0.13793103  2.7002114
6496 Ntsc7548  0.13043478 13.3396549
6536 Ntsc7588  0.13750000  3.5480173
6600 Ntsc7652  0.12500000  5.2188277
6651 Ntsc7704  0.13207547  8.4978032
6715 Ntsc7768  0.10144928  6.0645963
6730 Ntsc7783  0.13684211  9.2765674
6737 Ntsc7790  0.12806540 11.4893651
6749 Ntsc7802  0.14473684  6.7333376
6797 Ntsc7850  0.08560311 10.8788664
6838 Ntsc7891  0.10952381  2.1460081
6855 Ntsc7908  0.10294118  6.0968426
6891 Ntsc7944  0.13492063  1.9109143
6901 Ntsc7954  0.14049587 10.4515008
7052 Ntsc8105  0.08888889  4.1848015
7062 Ntsc8115  0.12195122  0.3945235
7097 Ntsc8150  0.08620690  6.9952842
7107 Ntsc8160  0.03442029  8.5783993

$L10_sa_sex
       Geneid methylation  expression
70   Ntsc1111  0.13533835  8.27310359
81   Ntsc1122  0.07812500  1.06158701
97   Ntsc1138  0.00000000  9.36628958
129  Ntsc1170  0.10666667  6.26533705
193  Ntsc1234  0.00000000  6.92454513
270  Ntsc1311  0.12765957  9.19596753
313  Ntsc1354  0.11111111  7.21386106
369  Ntsc1410  0.12962963  7.40935493
385  Ntsc1426  0.00000000  5.26646296
458  Ntsc1500  0.10130719  9.13494718
640  Ntsc1682  0.10344828  0.00000000
657  Ntsc1699  0.10666667  1.33233408
660  Ntsc1702  0.11764706 -2.25604748
662  Ntsc1704  0.12195122 -0.05894537
663  Ntsc1705  0.11545624  1.93724228
674  Ntsc1716  0.11956522  0.00000000
684  Ntsc1726  0.08571429  2.82575212
734  Ntsc1776  0.06666667  7.93264358
739  Ntsc1781  0.09090909  9.76934304
810  Ntsc1852  0.05263158  3.63981323
819  Ntsc1861  0.13333333  3.65332276
1048 Ntsc2090  0.13888889  7.64744473
1080 Ntsc2122  0.12903226 -0.57815401
1101 Ntsc2144  0.09615385 -2.05868587
1124 Ntsc2167  0.11363636  7.05799553
1168 Ntsc2211  0.11575563 10.76422700
1196 Ntsc2239  0.11583012 10.92499645
1268 Ntsc2311  0.13571429 -1.97105641
1306 Ntsc2349  0.10416667  2.74503446
1335 Ntsc2378  0.06402439 11.28658732
1376 Ntsc2419  0.07692308  1.25789452
1401 Ntsc2444  0.13793103  1.41036890
1421 Ntsc2464  0.05882353 -2.39936132
1426 Ntsc2469  0.10619469  1.36373588
1447 Ntsc2490  0.00000000  5.11596796
1473 Ntsc2516  0.10869565  7.44882365
1475 Ntsc2518  0.13333333  1.98053166
1478 Ntsc2521  0.13592233  9.40736478
1493 Ntsc2536  0.13333333  1.83707955
1517 Ntsc2560  0.05687204  8.26920514
1522 Ntsc2565  0.11764706  4.10787473
1655 Ntsc2698  0.08333333  6.70566429
1667 Ntsc2710  0.12781955  5.50957295
1669 Ntsc2712  0.10588235  6.47353088
1685 Ntsc2728  0.00000000  3.19403818
1711 Ntsc2754  0.09375000  2.19501944
1715 Ntsc2758  0.12903226  9.14303027
1736 Ntsc2779  0.13924051 10.70530974
1776 Ntsc2819  0.13333333  5.08484221
1798 Ntsc2841  0.01980198 -0.72794157
1928 Ntsc2972  0.13114754  7.34968838
2014 Ntsc3059  0.07085917 11.42061916
2052 Ntsc3097  0.13636364 10.08486007
2057 Ntsc3102  0.09498208  7.50474941
2063 Ntsc3108  0.11538462 10.57800913
2101 Ntsc3146  0.10563380  9.35801215
2104 Ntsc3149  0.13559322  1.23227466
2192 Ntsc3237  0.08823529  9.89967379
2210 Ntsc3255  0.12903226  3.84753989
2250 Ntsc3295  0.00000000  6.67973940
2302 Ntsc3347  0.04545455  7.86354933
2403 Ntsc3448  0.11627907  6.96242819
2450 Ntsc3495  0.06666667  3.24713789
2560 Ntsc3605  0.11940299  6.86402998
2646 Ntsc3692  0.13636364  6.84291951
2726 Ntsc3772  0.06976744  9.13152242
2837 Ntsc3883  0.07142857  6.18920466
2870 Ntsc3916  0.13793103  8.22718962
2918 Ntsc3965  0.12658228  4.10690331
2935 Ntsc3982  0.13194444  8.39187668
3029 Ntsc4076  0.12857143  6.45901880
3103 Ntsc4150  0.13993174 11.16836108
3304 Ntsc4351  0.14018692 10.72271397
3348 Ntsc4395  0.12121212  3.81182423
3364 Ntsc4411  0.11111111 12.46850260
3396 Ntsc4443  0.13636364  7.03428084
3405 Ntsc4452  0.10869565  4.08572597
3478 Ntsc4525  0.09774436  0.71453199
3624 Ntsc4671  0.11538462  6.34006116
3656 Ntsc4703  0.13513514 -0.55030939
3663 Ntsc4710  0.07692308 -0.84983927
3712 Ntsc4759  0.05263158 -1.44212612
3714 Ntsc4761  0.13636364 -0.96360950
3831 Ntsc4878  0.13157895  6.79795860
3838 Ntsc4885  0.13793103 13.20333329
3961 Ntsc5008  0.13131313  6.65893573
4007 Ntsc5054  0.12068966  7.93986325
4103 Ntsc5150  0.12903226  8.21213419
4144 Ntsc5191  0.12698413 10.90693877
4145 Ntsc5192  0.03630363 10.25916180
4219 Ntsc5266  0.11320755  0.83605497
4236 Ntsc5283  0.12962963  8.27801127
4277 Ntsc5325  0.13934426  3.12547984
4301 Ntsc5349  0.12048193  9.17418341
4319 Ntsc5367  0.13888889  5.54063733
4430 Ntsc5478  0.12500000  7.31615260
4460 Ntsc5508  0.13043478 -0.54575548
4461 Ntsc5509  0.07332293  9.27165168
4480 Ntsc5528  0.10714286  6.46124828
4496 Ntsc5544  0.08333333  7.44282845
4682 Ntsc5730  0.13953488  5.28873178
4708 Ntsc5756  0.13483146  9.34120726
4788 Ntsc5836  0.13432836  1.33119270
4789 Ntsc5837  0.13461538 -1.53067456
4792 Ntsc5840  0.11111111 -1.88053122
4805 Ntsc5853  0.11707317  9.00100945
5011 Ntsc6059  0.12676056  1.89918770
5023 Ntsc6071  0.12000000  0.33397656
5029 Ntsc6077  0.08928571  0.66969651
5096 Ntsc6144  0.00000000  7.26993678
5107 Ntsc6155  0.00000000  1.47256170
5186 Ntsc6234  0.12698413 -1.03463799
5189 Ntsc6237  0.13580247  7.33273907
5261 Ntsc6309  0.09400000  8.95539060
5490 Ntsc6539  0.13888889 -0.17899174
5524 Ntsc6573  0.10204082 -1.42774251
5566 Ntsc6616  0.00000000 -1.63571650
5574 Ntsc6625  0.12500000  7.77795020
5664 Ntsc6715  0.07594937  8.38516732
5696 Ntsc6747  0.08408408  5.51341512
5700 Ntsc6751  0.13235294  5.90729089
5889 Ntsc6940  0.10000000  8.99302627
5901 Ntsc6952  0.12949640  6.66162309
5961 Ntsc7012  0.00000000  8.32979119
5962 Ntsc7013  0.11627907 -2.39957998
5973 Ntsc7024  0.13461538  3.46645035
5974 Ntsc7025  0.12000000  1.65708208
5976 Ntsc7027  0.13559322  1.49690758
5997 Ntsc7048  0.07692308  8.47720176
6001 Ntsc7052  0.08000000  6.53820845
6009 Ntsc7060  0.12857143 -2.39926737
6016 Ntsc7067  0.11688312  7.17615090
6024 Ntsc7075  0.11111111  9.90100534
6064 Ntsc7115  0.13333333  3.34622725
6074 Ntsc7125  0.09498681  7.84328085
6079 Ntsc7130  0.08175355 11.56378583
6087 Ntsc7138  0.06060606  4.05150772
6116 Ntsc7167  0.13461538  7.93959501
6250 Ntsc7301  0.13432836  6.00752926
6444 Ntsc7496  0.12857143 10.47577355
6460 Ntsc7512  0.13004484  9.29930015
6468 Ntsc7520  0.10000000  7.33731517
6480 Ntsc7532  0.06896552  2.20168036
6536 Ntsc7588  0.13750000  3.95207541
6651 Ntsc7704  0.11320755  7.70694520
6690 Ntsc7743  0.13913043  2.00181311
6697 Ntsc7750  0.11627907 -0.37906247
6730 Ntsc7783  0.12631579  9.64087282
6737 Ntsc7790  0.13896458 12.31899961
6741 Ntsc7794  0.12068966 -0.95263756
6743 Ntsc7796  0.08695652  0.19837942
6797 Ntsc7850  0.05836576 10.74815834
6837 Ntsc7890  0.10691824  7.13258448
6855 Ntsc7908  0.08529412  6.17703729
6933 Ntsc7986  0.00000000  0.86887061
6946 Ntsc7999  0.13513514  0.39116243
6964 Ntsc8017  0.00000000  3.48188044
7050 Ntsc8103  0.13953488  8.66015674
7051 Ntsc8104  0.13636364  8.38396978
7062 Ntsc8115  0.12195122  0.39386370
7075 Ntsc8128  0.13953488 -1.10545298
7100 Ntsc8153  0.13235294  2.01284065
7107 Ntsc8160  0.05253623  8.71520168

$L6_BA_sex
       Geneid methylation  expression
3    Ntsc1044  0.10576923  7.90763686
7    Ntsc1048  0.10126582  7.02686534
65   Ntsc1106  0.09090909 -0.98983017
81   Ntsc1122  0.09375000  0.99429671
134  Ntsc1175  0.00000000  9.00040115
142  Ntsc1183  0.11538462  0.19834106
193  Ntsc1234  0.00000000  6.92468010
250  Ntsc1291  0.11574074  8.80704359
364  Ntsc1405  0.11111111  7.45632051
406  Ntsc1447  0.05263158 -0.04082513
458  Ntsc1500  0.08496732 10.28663365
656  Ntsc1698  0.09677419  1.31174626
663  Ntsc1705  0.10055866  1.74999768
674  Ntsc1716  0.08695652  0.00000000
725  Ntsc1767  0.05555556  9.94690815
739  Ntsc1781  0.09090909  9.58674621
820  Ntsc1862  0.09756098 -0.93516899
889  Ntsc1931  0.03571429 -2.02109110
928  Ntsc1970  0.04545455  8.50171959
932  Ntsc1974  0.11111111 -1.27235471
993  Ntsc2035  0.11111111  7.81124291
1055 Ntsc2097  0.10588235  9.17999808
1082 Ntsc2124  0.06451613  7.18345767
1099 Ntsc2142  0.10909091 -2.30421409
1124 Ntsc2167  0.06818182  7.07567356
1194 Ntsc2237  0.09677419  2.61021659
1253 Ntsc2296  0.00000000 -2.06793714
1302 Ntsc2345  0.10714286  7.85755498
1335 Ntsc2378  0.05182927 11.44887915
1376 Ntsc2419  0.07692308  1.17932080
1389 Ntsc2432  0.11377246  7.33787864
1421 Ntsc2464  0.00000000 -2.39954486
1426 Ntsc2469  0.11504425  1.03456957
1429 Ntsc2472  0.06250000 -1.92530872
1447 Ntsc2490  0.08695652  4.43777774
1517 Ntsc2560  0.08530806  8.06193944
1667 Ntsc2710  0.11278195  5.44608235
1715 Ntsc2758  0.09677419  7.24303811
1776 Ntsc2819  0.10000000  5.75795102
1798 Ntsc2841  0.02970297 -0.65328923
1858 Ntsc2902  0.09523810 10.56389327
1907 Ntsc2951  0.10909091  7.96032608
1949 Ntsc2994  0.11111111  3.07357627
2014 Ntsc3059  0.06023029 10.91832865
2041 Ntsc3086  0.10169492  1.82971583
2057 Ntsc3102  0.07885305  7.27723139
2142 Ntsc3187  0.11578947  7.17979534
2217 Ntsc3262  0.11111111 12.86485643
2237 Ntsc3282  0.10638298  7.08381824
2250 Ntsc3295  0.00000000  7.32329142
2302 Ntsc3347  0.04545455  7.77834228
2303 Ntsc3348  0.08196721  9.88451850
2321 Ntsc3366  0.11274510 10.93818346
2506 Ntsc3551  0.10204082  8.37021007
2622 Ntsc3667  0.11494253  7.80020241
2644 Ntsc3690  0.10970464 10.50499857
2656 Ntsc3702  0.10156250 13.20642927
2726 Ntsc3772  0.09302326  8.52400227
2734 Ntsc3780  0.10655738  6.00782916
2765 Ntsc3811  0.10666667  8.44199709
2847 Ntsc3893  0.10769231  6.87350314
2881 Ntsc3927  0.08474576  4.60296823
2916 Ntsc3963  0.05263158 -0.68869790
3035 Ntsc4082  0.09375000 11.61093237
3127 Ntsc4174  0.11111111  8.70568802
3166 Ntsc4213  0.09638554  6.25441458
3168 Ntsc4215  0.06250000  9.05035706
3269 Ntsc4316  0.10526316  0.93084570
3320 Ntsc4367  0.10294118  4.75591116
3364 Ntsc4411  0.08641975 12.86988150
3373 Ntsc4420  0.07692308  8.33569891
3394 Ntsc4441  0.10784314  9.83937082
3426 Ntsc4473  0.10429448  8.24513895
3478 Ntsc4525  0.05263158  0.63376655
3624 Ntsc4671  0.11538462  6.41679035
3656 Ntsc4703  0.08108108 -0.53907357
3668 Ntsc4715  0.11428571  3.46546355
3709 Ntsc4756  0.09375000  0.55478966
3714 Ntsc4761  0.09090909 -0.89276442
3882 Ntsc4929  0.10769231 -0.75006604
4007 Ntsc5054  0.10919540  6.91530714
4075 Ntsc5122  0.11415525  7.29237430
4144 Ntsc5191  0.07142857 11.60971517
4145 Ntsc5192  0.03960396 12.05312930
4187 Ntsc5234  0.11363636  0.76400133
4353 Ntsc5401  0.03571429 -1.32564565
4404 Ntsc5452  0.11111111  7.46766288
4430 Ntsc5478  0.10000000  8.01103427
4437 Ntsc5485  0.00000000 11.06795977
4461 Ntsc5509  0.05616225  4.62016002
4496 Ntsc5544  0.08333333  6.57792795
4789 Ntsc5837  0.08974359 -1.50042232
4792 Ntsc5840  0.05555556 -1.86958939
5023 Ntsc6071  0.04000000  0.34709016
5029 Ntsc6077  0.10714286  0.86168129
5095 Ntsc6143  0.10958904  9.48351163
5096 Ntsc6144  0.00000000  8.28333781
5105 Ntsc6153  0.11458333  4.14633695
5107 Ntsc6155  0.00000000  1.45145046
5149 Ntsc6197  0.10377358  0.64481876
5253 Ntsc6301  0.10000000  7.76773079
5261 Ntsc6309  0.05400000  8.97908651
5351 Ntsc6400  0.00000000  6.60246546
5410 Ntsc6459  0.10204082  2.03054157
5490 Ntsc6539  0.11111111 -0.17961042
5566 Ntsc6616  0.00000000 -1.63824580
5574 Ntsc6625  0.00000000  6.39317424
5631 Ntsc6682  0.10769231 -2.11513666
5636 Ntsc6687  0.10714286  9.66863361
5664 Ntsc6715  0.08438819  9.09492703
5682 Ntsc6733  0.05797101  7.73267908
5696 Ntsc6747  0.06306306  8.91275502
5728 Ntsc6779  0.11290323  7.41078724
5781 Ntsc6832  0.09580838 13.49554818
5853 Ntsc6904  0.10559006 -1.30005523
5937 Ntsc6988  0.08333333  5.81306425
5961 Ntsc7012  0.00000000  7.68529322
6002 Ntsc7053  0.11235955 10.78913852
6009 Ntsc7060  0.10000000 -2.39941304
6016 Ntsc7067  0.10389610  6.61762852
6054 Ntsc7105  0.05000000 -0.58669015
6074 Ntsc7125  0.05804749  7.63816946
6079 Ntsc7130  0.07345972 11.13021060
6080 Ntsc7131  0.10975610  7.32809767
6107 Ntsc7158  0.06250000  2.47990417
6116 Ntsc7167  0.09615385  9.43421668
6120 Ntsc7171  0.00000000  5.99781463
6158 Ntsc7209  0.10416667  8.57195869
6236 Ntsc7287  0.11111111  6.99052801
6270 Ntsc7321  0.11023622  7.40529480
6468 Ntsc7520  0.10000000  7.85732652
6496 Ntsc7548  0.08695652 13.57131243
6574 Ntsc7626  0.11570248  8.59309527
6646 Ntsc7699  0.10714286 11.11607573
6676 Ntsc7729  0.10434783  8.51056125
6755 Ntsc7808  0.11111111  6.42595729
6774 Ntsc7827  0.10294118  6.84455493
6797 Ntsc7850  0.06225681 10.89189197
6838 Ntsc7891  0.09047619  2.31488295
6855 Ntsc7908  0.07647059  5.85468383
6900 Ntsc7953  0.10937500 -2.30416169
6933 Ntsc7986  0.00000000  0.88303719
6934 Ntsc7987  0.11111111 -0.79219006
6964 Ntsc8017  0.00000000  3.46944569
6986 Ntsc8039  0.11504425  3.13720569
6997 Ntsc8050  0.07526882  8.45377596
6999 Ntsc8052  0.10810811  5.35176679
7031 Ntsc8084  0.02702703 11.12445365
7046 Ntsc8099  0.05263158  1.36283675
7062 Ntsc8115  0.07317073  0.39324195
7075 Ntsc8128  0.10465116 -1.13685594
7101 Ntsc8154  0.09756098 -0.70046183
7107 Ntsc8160  0.03442029  8.34070739

$L6_sa_sex
       Geneid methylation expression
3    Ntsc1044  0.11538462  5.7901466
28   Ntsc1069  0.12765957  9.5912283
77   Ntsc1118  0.10416667  6.0545238
81   Ntsc1122  0.10937500  0.9596767
93   Ntsc1134  0.10937500  9.4219656
97   Ntsc1138  0.00000000  9.1045567
296  Ntsc1337  0.02222222  6.6112167
330  Ntsc1371  0.12765957  5.2882404
365  Ntsc1406  0.12781955  7.2333505
385  Ntsc1426  0.00000000  4.5951546
458  Ntsc1500  0.09803922  9.4574443
560  Ntsc1602  0.07692308  9.1071445
621  Ntsc1663  0.12179487  8.3720260
640  Ntsc1682  0.10344828  0.0000000
662  Ntsc1704  0.04878049  2.8852561
663  Ntsc1705  0.09497207  1.9564788
734  Ntsc1776  0.11111111 10.1167866
739  Ntsc1781  0.09090909  9.6479663
768  Ntsc1810  0.11764706 12.0547736
810  Ntsc1852  0.10526316  3.0175694
819  Ntsc1861  0.06666667  5.3746807
820  Ntsc1862  0.12195122 -0.9323387
928  Ntsc1970  0.12121212  9.4394010
932  Ntsc1974  0.12345679 -1.2682728
1010 Ntsc2052  0.11842105  7.5355903
1014 Ntsc2056  0.09836066  3.5442276
1074 Ntsc2116  0.12621359  9.9616166
1080 Ntsc2122  0.06451613 -0.5776564
1124 Ntsc2167  0.09090909  7.2798240
1143 Ntsc2186  0.12244898  7.4907563
1168 Ntsc2211  0.10932476 11.3045806
1182 Ntsc2225  0.11666667  6.6279972
1195 Ntsc2238  0.11428571  6.9942382
1204 Ntsc2247  0.12068966  4.9146259
1253 Ntsc2296  0.00000000 -2.0605313
1335 Ntsc2378  0.06402439 11.0339261
1376 Ntsc2419  0.07692308  1.2393307
1419 Ntsc2462  0.10526316 -2.3034322
1421 Ntsc2464  0.11764706 -2.3991917
1429 Ntsc2472  0.06250000 -1.9061985
1447 Ntsc2490  0.08695652  5.0547834
1517 Ntsc2560  0.09004739  8.0956074
1711 Ntsc2754  0.03125000  1.7918184
1715 Ntsc2758  0.11827957  8.7265766
1744 Ntsc2787  0.12048193  1.8289963
1773 Ntsc2816  0.10000000  7.3753989
1776 Ntsc2819  0.10000000  5.8137686
1798 Ntsc2841  0.03960396 -0.6534570
1842 Ntsc2886  0.08450704  2.0145330
1935 Ntsc2980  0.12244898  3.7767864
1977 Ntsc3022  0.00000000  9.3265959
2014 Ntsc3059  0.06908769 10.9979348
2031 Ntsc3076  0.10526316  5.8951156
2057 Ntsc3102  0.08781362  7.4295476
2250 Ntsc3295  0.00000000  7.5898190
2302 Ntsc3347  0.03977273  7.3035063
2322 Ntsc3367  0.12676056  9.1249313
2382 Ntsc3427  0.11971831  9.8835820
2570 Ntsc3615  0.11864407  8.2915172
2576 Ntsc3621  0.12295082  5.1769074
2646 Ntsc3692  0.10909091  7.6243179
2664 Ntsc3710  0.00000000  5.6745363
2698 Ntsc3744  0.11764706  9.7391113
2726 Ntsc3772  0.09302326  6.9102167
2830 Ntsc3876  0.11842105 10.4237521
2837 Ntsc3883  0.10714286  5.4633643
2838 Ntsc3884  0.12765957  9.6168573
2918 Ntsc3965  0.11392405  4.0783084
2935 Ntsc3982  0.11805556  9.9609964
3027 Ntsc4074  0.00000000  9.2845144
3046 Ntsc4093  0.11111111  8.2580321
3169 Ntsc4216  0.11428571  5.5703192
3320 Ntsc4367  0.11764706  4.8903537
3360 Ntsc4407  0.11940299  5.8030235
3364 Ntsc4411  0.07716049 12.5486047
3466 Ntsc4513  0.10937500  7.4891520
3478 Ntsc4525  0.06766917  0.6421920
3568 Ntsc4615  0.06451613  5.8610600
3578 Ntsc4625  0.11666667  3.5378009
3624 Ntsc4671  0.07692308  6.3823569
3656 Ntsc4703  0.05405405 -0.5177645
3663 Ntsc4710  0.07692308 -0.8368126
3709 Ntsc4756  0.06250000  0.5551279
3712 Ntsc4759  0.00000000 -1.4290923
3790 Ntsc4837  0.11764706  0.8142943
3798 Ntsc4845  0.11917098  4.4678619
3811 Ntsc4858  0.12777778 10.6626128
3812 Ntsc4859  0.11801242 10.7730297
4050 Ntsc5097  0.11194030  9.1300836
4075 Ntsc5122  0.12785388  8.2046211
4103 Ntsc5150  0.09677419  7.1516332
4115 Ntsc5162  0.12426036  8.5897377
4144 Ntsc5191  0.07936508 11.2372372
4145 Ntsc5192  0.03300330 10.3186027
4150 Ntsc5197  0.12195122  7.6649750
4187 Ntsc5234  0.04545455  0.8488386
4346 Ntsc5394  0.00000000  2.1855221
4377 Ntsc5425  0.10144928  4.2428260
4430 Ntsc5478  0.12500000  8.0506007
4461 Ntsc5509  0.05772231  5.7764796
4463 Ntsc5511  0.09523810  0.2774389
4487 Ntsc5535  0.09589041 12.0419803
4496 Ntsc5544  0.00000000  6.7301471
4594 Ntsc5642  0.12711864 10.8450986
4708 Ntsc5756  0.10112360  9.9871312
4761 Ntsc5809  0.10344828  6.2205097
4968 Ntsc6016  0.09876543  3.9795870
4972 Ntsc6020  0.12500000 13.4912364
4990 Ntsc6038  0.11627907  7.9593899
5011 Ntsc6059  0.12676056  1.6537494
5023 Ntsc6071  0.04000000  0.3414247
5027 Ntsc6075  0.10000000 -1.2476687
5029 Ntsc6077  0.12500000  0.7029094
5068 Ntsc6116  0.12643678 -2.3514972
5107 Ntsc6155  0.00000000  1.6133456
5149 Ntsc6197  0.08490566  0.6514825
5179 Ntsc6227  0.12345679 -0.8469908
5189 Ntsc6237  0.12345679  5.2798408
5200 Ntsc6248  0.06493506  7.3840421
5261 Ntsc6309  0.06000000  8.9536706
5280 Ntsc6328  0.12429379  9.0094153
5291 Ntsc6339  0.12371134  6.5276464
5351 Ntsc6400  0.00000000  6.3180182
5430 Ntsc6479  0.10465116 10.5873221
5490 Ntsc6539  0.09722222  0.3273929
5533 Ntsc6583  0.12037037  6.8398939
5574 Ntsc6625  0.06250000  6.5349277
5623 Ntsc6674  0.10909091  8.7162597
5630 Ntsc6681  0.07142857  3.5140944
5643 Ntsc6694  0.12295082  8.3946038
5664 Ntsc6715  0.07594937  9.1690470
5682 Ntsc6733  0.08695652  7.7703804
5696 Ntsc6747  0.06006006  8.1598403
5756 Ntsc6807  0.12121212  1.0121527
5781 Ntsc6832  0.09580838 13.2745537
5853 Ntsc6904  0.11180124 -1.2956294
5868 Ntsc6919  0.12195122  5.2456831
5893 Ntsc6944  0.08108108  7.6737561
5928 Ntsc6979  0.10989011 10.0518003
5991 Ntsc7042  0.00000000  4.7704359
5997 Ntsc7048  0.03846154  7.5574282
6009 Ntsc7060  0.11428571 -2.3991328
6024 Ntsc7075  0.11111111  9.2863570
6054 Ntsc7105  0.10000000 -0.5170768
6074 Ntsc7125  0.05540897  8.2917883
6078 Ntsc7129  0.12777778  5.4853606
6079 Ntsc7130  0.07938389 11.6407571
6106 Ntsc7157  0.00000000  3.8702488
6120 Ntsc7171  0.11764706  4.6551931
6141 Ntsc7192  0.12500000  3.4658548
6143 Ntsc7194  0.12244898  4.7059080
6427 Ntsc7479  0.11805556  7.5980276
6433 Ntsc7485  0.12068966  6.6020359
6468 Ntsc7520  0.06666667  9.0561656
6480 Ntsc7532  0.10344828  2.2362725
6488 Ntsc7540  0.09836066 -1.8288650
6573 Ntsc7625  0.11111111  5.5833027
6623 Ntsc7675  0.12686567  3.4808754
6646 Ntsc7699  0.10714286 10.1967504
6649 Ntsc7702  0.08571429 10.3623826
6720 Ntsc7773  0.11764706  8.6534455
