$crassa_BA_sex
       Geneid methylation  expression
420  Ntsc1462   0.5714286  9.2453426
462  Ntsc1504   0.3666667 -1.2851973
520  Ntsc1562   0.3333333  6.4523826
642  Ntsc1684   0.3461538  7.2076948
644  Ntsc1686   0.3333333 -0.8232682
728  Ntsc1770   0.7500000 -2.2541555
808  Ntsc1850   0.3478261  0.3986501
844  Ntsc1886   0.3888889  7.1595832
854  Ntsc1896   0.3333333  8.6008731
935  Ntsc1977   0.3404255  3.9857493
1039 Ntsc2081   0.3333333  7.9798097
1069 Ntsc2111   0.3214286  7.6096704
1085 Ntsc2128   0.3260870  6.4449852
1134 Ntsc2177   0.3333333  7.4288660
1154 Ntsc2197   0.3220339  7.6159160
1190 Ntsc2233   0.3333333  8.6944248
1194 Ntsc2237   0.3225806  4.6983199
1332 Ntsc2375   0.3333333  5.4665536
1374 Ntsc2417   0.3333333  2.1525271
1411 Ntsc2454   0.5000000  2.3683645
1454 Ntsc2497   0.3750000  9.4241010
1456 Ntsc2499   0.3548387  5.5416469
1509 Ntsc2552   0.3333333  6.5500269
1543 Ntsc2586   0.3289474  7.5579026
1556 Ntsc2599   0.3617021  7.3698277
1568 Ntsc2611   0.3243243  1.4350155
1619 Ntsc2662   0.3354232  9.1654217
1628 Ntsc2671   0.3417722  7.0047026
1654 Ntsc2697   0.3432836  8.8975245
1668 Ntsc2711   0.4000000  7.4274262
1977 Ntsc3022   0.3529412 10.1706168
2248 Ntsc3293   0.3333333  7.7313572
2341 Ntsc3386   0.3636364  9.7081945
2635 Ntsc3681   0.3181818  0.3608789
2783 Ntsc3829   0.3888889  3.4701344
2790 Ntsc3836   0.3283582 -2.2565913
2888 Ntsc3934   0.3750000 -2.1051235
2889 Ntsc3935   0.5000000  0.9459770
2906 Ntsc3953   0.3214286  8.6419758
3006 Ntsc4053   0.3768116 10.0610756
3027 Ntsc4074   1.0000000  8.6689343
3102 Ntsc4149   0.3263598  8.7367927
3125 Ntsc4172   0.3181818  7.9721923
3157 Ntsc4204   0.3251232  4.2106306
3277 Ntsc4324   0.3611111 10.6733073
3299 Ntsc4346   0.3333333  8.2721238
3379 Ntsc4426   0.3738318  3.0440704
3391 Ntsc4438   0.3200000  2.5168190
3398 Ntsc4445   0.3231707  7.0625078
3575 Ntsc4622   0.3255814  3.2385783
3641 Ntsc4688   0.3214286 10.8725951
3697 Ntsc4744   0.3193277  4.2642254
3800 Ntsc4847   0.3333333 10.3485859
3876 Ntsc4923   0.3416149  6.6749906
3891 Ntsc4938   0.3176471  7.2964367
4013 Ntsc5060   0.3888889  9.1507703
4491 Ntsc5539   0.3414634  3.7529087
4545 Ntsc5593   0.3846154  6.2449907
4555 Ntsc5603   0.3823529  8.0218956
4620 Ntsc5668   0.3433735  8.9992189
4629 Ntsc5677   0.3333333 10.0399136
4659 Ntsc5707   0.3200000  6.8390315
4688 Ntsc5736   0.3303571  8.2403379
4811 Ntsc5859   0.3225806 -1.6533491
4939 Ntsc5987   0.3402062  7.1063814
4998 Ntsc6046   0.3176471  4.7772552
5007 Ntsc6055   0.3209877  2.5050517
5074 Ntsc6122   0.3333333  9.6512457
5081 Ntsc6129   0.3636364  2.3044437
5083 Ntsc6131   0.3461538 -1.0793015
5113 Ntsc6161   0.3181818  9.4198851
5121 Ntsc6169   0.3827160  9.3001677
5125 Ntsc6173   0.3230769  9.8555203
5155 Ntsc6203   0.3846154  7.1620124
5174 Ntsc6222   0.3500000  8.0860960
5199 Ntsc6247   0.3442623  2.7110671
5273 Ntsc6321   0.3428571 -0.9694773
5351 Ntsc6400   0.5000000  6.5772096
5482 Ntsc6531   0.3308824  8.4345549
5501 Ntsc6550   0.3211679  8.3016632
5546 Ntsc6596   0.3684211  7.4186073
5578 Ntsc6629   0.3939394  7.0096723
5579 Ntsc6630   0.3258427 13.6548199
5586 Ntsc6637   0.3544304 10.7995003
5594 Ntsc6645   0.3207547  6.6867294
5596 Ntsc6647   0.3287671 13.2382574
5603 Ntsc6654   0.3846154  5.8021854
5662 Ntsc6713   0.3315217  9.8511736
5669 Ntsc6720   0.3333333  7.9259341
5959 Ntsc7010   0.3300971  4.2307091
6020 Ntsc7071   0.3260870 10.1822232
6038 Ntsc7089   0.3176471  3.4513804
6077 Ntsc7128   0.3292683  7.6802387
6086 Ntsc7137   0.5000000 -2.3038088
6092 Ntsc7143   0.3206107  4.0100093
6106 Ntsc7157   0.5000000  3.7448311
6162 Ntsc7213   0.3218391  8.0277415
6208 Ntsc7259   0.3200000  7.6046964
6269 Ntsc7320   0.3684211  6.6768524
6272 Ntsc7323   0.3258427  9.6141283
6307 Ntsc7359   0.4545455  9.9539592
6408 Ntsc7460   0.3584229  8.5673044
6510 Ntsc7562   0.3260870  7.3230111
6558 Ntsc7610   0.3308824 10.8417794
6631 Ntsc7683   0.3248408  7.2739630
6671 Ntsc7724   0.3237410  7.4313485
6686 Ntsc7739   0.3253012  6.6225062
6745 Ntsc7798   0.3174603  4.1641907
6752 Ntsc7805   0.3191489  7.0938196
6756 Ntsc7809   0.3229167  7.3489689
6779 Ntsc7832   0.3251029  8.9920829
6839 Ntsc7892   0.3928571  9.6684761
6880 Ntsc7933   0.3823529  7.1841292
6883 Ntsc7936   0.3428571  5.8885308
6891 Ntsc7944   0.3492063  1.8110165
6922 Ntsc7975   0.3589744 -2.0178762
6932 Ntsc7985   0.3913043  6.8761740
6934 Ntsc7987   0.3333333 -0.7919506
6990 Ntsc8043   0.3333333  9.6784173
7028 Ntsc8081   0.3253012  3.6525259
7093 Ntsc8146   0.3300971  7.0911218
7095 Ntsc8148   0.4285714  7.4794984

$L6_BA_sex
       Geneid methylation expression
30   Ntsc1071   0.2763158  7.1006272
97   Ntsc1138   0.5000000  9.0157136
100  Ntsc1141   0.5000000  5.7530969
121  Ntsc1162   0.2842105  8.8295256
178  Ntsc1219   0.2775801 10.1759494
224  Ntsc1265   0.2888889  9.4677285
275  Ntsc1316   0.3043478  7.3895393
339  Ntsc1380   0.3033708  6.9796952
342  Ntsc1383   0.2868217  7.9971504
349  Ntsc1390   0.2821782  8.8184846
362  Ntsc1403   0.2982456  8.1237088
373  Ntsc1414   0.2926829 10.0506034
378  Ntsc1419   0.2777778  9.3378660
379  Ntsc1420   0.2967033  6.1165696
385  Ntsc1426   0.5000000  3.9629143
387  Ntsc1428   0.4782609  7.9902904
420  Ntsc1462   0.2857143 10.1627850
462  Ntsc1504   0.3000000 -1.2741881
481  Ntsc1523   0.3289474  0.5500526
495  Ntsc1537   0.2758621  1.1992594
518  Ntsc1560   0.3000000  6.2759711
557  Ntsc1599   0.2857143  6.8868564
640  Ntsc1682   0.2758621  0.0000000
642  Ntsc1684   0.3076923  7.3080660
660  Ntsc1702   0.2941176 -2.2548693
679  Ntsc1721   0.2883436  8.5629700
692  Ntsc1734   0.3076923  6.0232902
751  Ntsc1793   0.2874016  9.1408275
808  Ntsc1850   0.4782609  1.2669457
821  Ntsc1863   0.2857143  7.9014169
824  Ntsc1866   0.2777778  9.3186922
825  Ntsc1867   0.2747253  0.4142357
854  Ntsc1896   0.2937853  9.1556013
891  Ntsc1933   0.2941176  2.7492982
895  Ntsc1937   0.2789474  7.8025091
971  Ntsc2013   0.2828283 -0.7635762
984  Ntsc2026   0.2795181  8.8679960
1173 Ntsc2216   0.2949640  9.6358259
1177 Ntsc2220   0.3278689  7.9696344
1208 Ntsc2251   0.2800000  8.8733494
1223 Ntsc2266   0.2976190  1.5901210
1266 Ntsc2309   0.2756410  6.3676068
1276 Ntsc2319   0.2894737  7.4372888
1301 Ntsc2344   0.3170732  6.8006673
1307 Ntsc2350   0.2857143  1.1478733
1338 Ntsc2381   0.2835821  8.0611415
1343 Ntsc2386   0.2866242  4.2210096
1371 Ntsc2414   0.2741935  6.7414707
1456 Ntsc2499   0.4193548  5.8928444
1556 Ntsc2599   0.3085106  7.1192974
1557 Ntsc2600   0.2857143 -1.6907776
1628 Ntsc2671   0.2784810  6.5746861
1663 Ntsc2706   0.3069307  6.9823672
1680 Ntsc2723   0.3362832  3.2643137
1787 Ntsc2830   0.2747253 10.4683429
2001 Ntsc3046   0.2909091 -1.4386465
2184 Ntsc3229   0.3076923  6.4382328
2191 Ntsc3236   0.2903226  9.4669227
2241 Ntsc3286   0.2828283  9.7357385
2248 Ntsc3293   0.4444444  7.2457676
2341 Ntsc3386   0.3484848  9.8773367
2356 Ntsc3401   0.2982456 10.5797614
2783 Ntsc3829   0.2777778  3.5708324
2808 Ntsc3854   0.3703704  7.2712878
2889 Ntsc3935   0.3333333  0.9768501
2912 Ntsc3959   0.2923077 -1.6374962
2917 Ntsc3964   0.3411765  6.4273761
3027 Ntsc4074   1.0000000  9.4971916
3147 Ntsc4194   0.2923077  3.8302462
3252 Ntsc4299   0.3060109  8.1235714
3299 Ntsc4346   0.2745098  8.6812487
3396 Ntsc4443   0.3181818  7.2665043
3397 Ntsc4444   0.2771084 10.5186501
3519 Ntsc4566   0.3070175  8.3828488
3666 Ntsc4713   0.3116883  2.9812937
3695 Ntsc4742   0.2748815  7.5062617
3697 Ntsc4744   0.3025210  3.7198949
3745 Ntsc4792   0.2800000 11.3704951
3780 Ntsc4827   0.2815534  6.4470294
3884 Ntsc4931   0.2755102  9.4137914
3891 Ntsc4938   0.2823529  6.9392657
3995 Ntsc5042   0.2903226  0.5791645
4222 Ntsc5269   0.3055556  3.6970564
4267 Ntsc5315   0.3076923 12.2169609
4446 Ntsc5494   0.2807018  8.9055435
4629 Ntsc5677   0.3333333  9.9763328
4658 Ntsc5706   0.2903226  7.7567715
5037 Ntsc6085   0.2828283  3.8475571
5059 Ntsc6107   0.3023256 -1.3070702
5081 Ntsc6129   0.3636364  2.7639847
5091 Ntsc6139   0.2765957  7.2672091
5113 Ntsc6161   0.3636364  9.5032790
5118 Ntsc6166   0.2745098  7.5535552
5155 Ntsc6203   0.3076923  6.6925530
5211 Ntsc6259   0.2928571  7.5809558
5262 Ntsc6310   0.3157895  0.2625670
5283 Ntsc6331   0.2909091 10.8751594
5332 Ntsc6380   0.2919708 11.1362595
5340 Ntsc6388   0.2982456  0.5935560
5446 Ntsc6495   0.2794760  8.9511281
5482 Ntsc6531   0.3161765  8.4086726
5540 Ntsc6590   0.2836879  8.1458717
5577 Ntsc6628   0.3333333  3.7248339
5594 Ntsc6645   0.2830189  5.8758254
5619 Ntsc6670   0.3086420  4.3356888
5624 Ntsc6675   0.2962963  8.2753720
5630 Ntsc6681   0.2857143  2.4119927
5739 Ntsc6790   0.2755102  8.7489878
5836 Ntsc6887   0.2800000  0.8681270
5882 Ntsc6933   0.2752294  3.2290721
5915 Ntsc6966   0.2978723  6.4339310
5941 Ntsc6992   0.2838710  4.2066276
5979 Ntsc7030   0.3043478 10.0627661
6018 Ntsc7069   0.3076923 -0.9562551
6036 Ntsc7087   0.3524590  8.9938378
6067 Ntsc7118   0.2987013  7.7072000
6068 Ntsc7119   0.3333333  0.4414343
6086 Ntsc7137   0.5000000 -2.3042566
6106 Ntsc7157   0.5000000  3.8996615
6162 Ntsc7213   0.3333333  8.0989303
6177 Ntsc7228   0.2747253  6.9824123
6178 Ntsc7229   0.2758621  8.3524508
6269 Ntsc7320   0.3157895  6.2942417
6307 Ntsc7359   0.4545455  9.3831540
6315 Ntsc7367   0.3428571 -2.0691669
6388 Ntsc7440   0.2833333  3.7554069
6795 Ntsc7848   0.3000000  3.2296845
6799 Ntsc7852   0.2800000  3.8982447
6800 Ntsc7853   0.2796610  6.0505113
6803 Ntsc7856   0.2972973  8.5368849
6839 Ntsc7892   0.2857143 10.0734719
6851 Ntsc7904   0.2777778 -0.7365974
6883 Ntsc7936   0.2857143  6.4736364
6935 Ntsc7988   0.3090909 -0.5371210
7067 Ntsc8120   0.3015873 -0.6959835
7095 Ntsc8148   0.2857143  7.3670027
7105 Ntsc8158   0.2872340 11.2512323

$L6_sa_sex
       Geneid methylation expression
80   Ntsc1121   0.3529412  0.1922040
98   Ntsc1139   0.3333333  5.5920701
134  Ntsc1175   0.5000000  9.2813256
186  Ntsc1227   0.3069307  6.4511330
188  Ntsc1229   0.3317308  9.4034075
193  Ntsc1234   0.5000000  7.6136691
224  Ntsc1265   0.3200000  9.0727684
241  Ntsc1282   0.4117647  9.0433221
256  Ntsc1297   0.3310811  7.5569559
269  Ntsc1310   0.3095238  8.0555435
339  Ntsc1380   0.3370787  7.1658273
342  Ntsc1383   0.3178295  8.0753875
357  Ntsc1398   0.3090129  8.8121859
362  Ntsc1403   0.3333333  7.9328481
364  Ntsc1405   0.3333333  7.7133227
393  Ntsc1434   0.3103448  2.2435699
401  Ntsc1442   0.3333333  8.7079481
404  Ntsc1445   0.3333333 -2.2053439
418  Ntsc1460   0.3108108  6.7252163
448  Ntsc1490   0.3136531 11.1501271
462  Ntsc1504   0.3166667 -1.2809525
504  Ntsc1546   0.3068182  3.6349528
520  Ntsc1562   0.3809524  6.4213774
594  Ntsc1636   0.3157895  8.6099913
638  Ntsc1680   0.3571429  5.5241776
642  Ntsc1684   0.4230769  7.3388071
697  Ntsc1739   0.3112245  5.1627447
728  Ntsc1770   0.7500000 -2.2556798
751  Ntsc1793   0.3385827  8.4669702
782  Ntsc1824   0.3437500  2.9779842
787  Ntsc1829   0.3184713 10.6334561
808  Ntsc1850   0.3913043  0.6024172
818  Ntsc1860   0.3305085  7.4837087
854  Ntsc1896   0.3163842  8.7865397
859  Ntsc1901   0.3384615  2.5126692
865  Ntsc1907   0.3400000  7.4477025
871  Ntsc1913   0.3076923  7.1349916
934  Ntsc1976   0.3076923  4.5073247
1177 Ntsc2220   0.3114754  8.5991022
1234 Ntsc2277   0.3076923  7.6362964
1301 Ntsc2344   0.3170732  7.1811699
1307 Ntsc2350   0.4285714  1.1015475
1316 Ntsc2359   0.3095238  7.3151334
1411 Ntsc2454   0.5000000  2.2341093
1422 Ntsc2465   0.3333333  1.5763782
1434 Ntsc2477   0.3174603  9.3794434
1456 Ntsc2499   0.4193548  7.6935115
1498 Ntsc2541   0.3154362  7.7085171
1507 Ntsc2550   0.3125000  9.5949207
1538 Ntsc2581   0.3216783  8.9433128
1563 Ntsc2606   0.3404255  6.3073801
1589 Ntsc2632   0.3081761  9.1626930
1601 Ntsc2644   0.3120567  9.2823677
1623 Ntsc2666   0.3181818  7.2757292
1628 Ntsc2671   0.3164557  6.9289483
1674 Ntsc2717   0.3152709  7.7656706
1680 Ntsc2723   0.3362832  3.5842542
1778 Ntsc2821   0.3144654 10.1851128
2055 Ntsc3100   0.3243243  9.6240924
2248 Ntsc3293   0.3333333  7.5425336
2341 Ntsc3386   0.3333333 10.1423661
2437 Ntsc3482   0.3068182  9.4492429
2591 Ntsc3636   0.3333333  9.3286028
2733 Ntsc3779   0.3188406  9.2035332
2738 Ntsc3784   0.3142857  8.9536715
2751 Ntsc3797   0.3134328  8.4571307
2889 Ntsc3935   0.8333333  0.8422382
2928 Ntsc3975   0.3174603  7.9760282
3006 Ntsc4053   0.3623188  9.7583798
3147 Ntsc4194   0.3230769  4.1465543
3154 Ntsc4201   0.3333333  7.4272888
3277 Ntsc4324   0.3333333 10.5368767
3398 Ntsc4445   0.3414634  7.1537077
3483 Ntsc4530   0.3506494  9.7248060
3654 Ntsc4701   0.3287671  8.1370206
3668 Ntsc4715   0.3142857  3.8742027
3718 Ntsc4765   0.3131868  8.7303148
3780 Ntsc4827   0.3883495  6.8164856
3793 Ntsc4840   0.3684211  8.8785780
3839 Ntsc4886   0.3181818 10.2575769
4093 Ntsc5140   0.3070175  7.9983250
4125 Ntsc5172   0.3065693 10.4578102
4244 Ntsc5291   0.3170732  2.7222008
4629 Ntsc5677   0.3333333  9.6935681
4664 Ntsc5712   0.3263158  7.8996536
4791 Ntsc5839   0.3114754 -2.2559139
5081 Ntsc6129   0.4545455  2.8938271
5090 Ntsc6138   0.3333333  9.0906349
5094 Ntsc6142   0.3065693  8.7656644
5096 Ntsc6144   1.0000000  7.6359671
5121 Ntsc6169   0.3827160  9.0068942
5239 Ntsc6287   0.3421053  7.5131007
5467 Ntsc6516   0.3149606  8.1238975
5546 Ntsc6596   0.3684211  7.0782711
5566 Ntsc6616   0.3333333 -1.6315072
5586 Ntsc6637   0.3417722  9.9625397
5594 Ntsc6645   0.3396226  6.1354251
5596 Ntsc6647   0.3082192 13.2495692
5827 Ntsc6878   0.3139535  2.2653908
5838 Ntsc6889   0.3076923  9.1634897
5908 Ntsc6959   0.3082707 10.2077490
6026 Ntsc7077   0.3262032  7.2847361
6034 Ntsc7085   0.3421053  5.4666552
6036 Ntsc7087   0.3196721  9.8340484
6086 Ntsc7137   0.5000000 -2.3033950
6117 Ntsc7168   0.3448276 13.2639405
6138 Ntsc7189   0.3153153 -0.8412247
6269 Ntsc7320   0.3684211  5.9421514
6315 Ntsc7367   0.3142857 -2.0656551
6388 Ntsc7440   0.3333333  4.9308017
6445 Ntsc7497   0.3207547  6.7858699
6549 Ntsc7601   0.3352601  8.7598586
6557 Ntsc7609   0.3076923  7.3085525
6657 Ntsc7710   0.3380282  4.1879270
6671 Ntsc7724   0.3093525  7.9519382
6742 Ntsc7795   0.3235294  4.2383090
6772 Ntsc7825   0.3084112  7.9252759
6787 Ntsc7840   0.3191489 10.6497928
6795 Ntsc7848   0.3333333  3.8693447
6906 Ntsc7959   0.3291139  9.3543680
6987 Ntsc8040   0.3111111  9.4388020
7016 Ntsc8069   0.3188406  6.3240997
7020 Ntsc8073   0.3225806  7.1523821
7093 Ntsc8146   0.3106796  7.3033482
7105 Ntsc8158   0.3191489 10.4159042

$sito_BA_sex
       Geneid methylation expression
134  Ntsc1175   1.0000000  8.1673863
191  Ntsc1232   0.3359375  9.4153179
241  Ntsc1282   0.4117647  8.7852278
269  Ntsc1310   0.3380952  8.3350592
529  Ntsc1571   0.3333333  6.8131728
642  Ntsc1684   0.3846154  8.1099840
692  Ntsc1734   0.5384615  7.7362775
695  Ntsc1737   0.3333333 -1.6449106
696  Ntsc1738   0.3428571  3.6603823
728  Ntsc1770   0.5000000 -2.2559353
779  Ntsc1821   0.3580247  8.5881052
811  Ntsc1853   0.3825137  8.4085669
844  Ntsc1886   0.3888889  7.0064792
960  Ntsc2002   0.3363636  9.0872684
1008 Ntsc2050   0.3333333  2.0761701
1039 Ntsc2081   0.3410853  8.4185454
1085 Ntsc2128   0.4347826  8.9209172
1173 Ntsc2216   0.3453237  9.8590594
1176 Ntsc2219   0.3510638  8.4875171
1190 Ntsc2233   0.3333333  8.5985675
1196 Ntsc2239   0.4169884  9.5832877
1240 Ntsc2283   0.3860465  8.1433236
1261 Ntsc2304   0.3396226  4.6827729
1411 Ntsc2454   0.5000000  2.3393232
1456 Ntsc2499   0.3870968  8.1804017
1517 Ntsc2560   0.9478673  7.7860756
1557 Ntsc2600   0.3392857 -1.6756214
1579 Ntsc2622   0.3854167  7.1868359
1601 Ntsc2644   0.3333333  8.9649144
1646 Ntsc2689   0.4972678  7.3194695
1668 Ntsc2711   0.3600000  6.7050299
1670 Ntsc2713   0.3373494 10.3314184
1960 Ntsc3005   0.4615385 -1.6169360
2248 Ntsc3293   0.4444444  7.0493570
2302 Ntsc3347   0.7215909  6.3357584
2349 Ntsc3394   0.3411765  8.0436596
2356 Ntsc3401   0.3684211 10.1949094
2382 Ntsc3427   0.3450704 10.4643833
2615 Ntsc3660   0.3486239  4.9401450
2783 Ntsc3829   0.3611111  3.3052363
2829 Ntsc3875   0.3406593  7.6157835
2903 Ntsc3950   0.3455285  9.5200689
3027 Ntsc4074   1.0000000  8.4446574
3277 Ntsc4324   0.3888889 10.1637990
3299 Ntsc4346   0.3823529  9.3573446
3331 Ntsc4378   0.3333333  9.2880173
3391 Ntsc4438   0.3333333  1.8354962
3529 Ntsc4576   0.3524590 13.1481474
3585 Ntsc4632   0.3333333  9.0117863
3745 Ntsc4792   0.3600000  9.1050353
3848 Ntsc4895   0.3373494  8.0775949
3870 Ntsc4917   0.3515152 10.9740360
3876 Ntsc4923   0.3354037  6.7270085
4115 Ntsc5162   0.4733728  8.8297927
4144 Ntsc5191   0.5992063 11.1807904
4145 Ntsc5192   0.6831683  9.1274082
4267 Ntsc5315   0.3846154  6.1861592
4461 Ntsc5509   0.7628705  8.5009954
4574 Ntsc5622   0.3377778  3.9947535
4629 Ntsc5677   0.3333333  9.7587099
5037 Ntsc6085   0.3585859  3.0592092
5042 Ntsc6090   0.3363636  4.5132997
5081 Ntsc6129   0.4545455  3.8861470
5090 Ntsc6138   0.3333333  9.4255482
5096 Ntsc6144   1.0000000  7.0292797
5261 Ntsc6309   0.5550000  9.2517996
5297 Ntsc6345   0.3777778  7.2092284
5378 Ntsc6427   0.3488372  8.8702507
5456 Ntsc6505   0.3333333  7.8085789
5566 Ntsc6616   0.3333333 -1.6334768
5594 Ntsc6645   0.4150943  6.7171326
5603 Ntsc6654   0.3461538  5.0634544
5669 Ntsc6720   0.3492063  9.2854558
5696 Ntsc6747   0.7657658  4.5063363
5979 Ntsc7030   0.3517787  9.4344821
6009 Ntsc7060   0.3714286 -2.3991850
6018 Ntsc7069   0.3589744 -0.8975443
6023 Ntsc7074   0.3500000 12.3129182
6036 Ntsc7087   0.3360656  9.0725954
6064 Ntsc7115   0.3333333  2.1379071
6074 Ntsc7125   0.9102902  8.2985545
6086 Ntsc7137   0.5000000 -2.3035555
6106 Ntsc7157   0.5000000  4.4065911
6177 Ntsc7228   0.3626374  6.6300463
6300 Ntsc7352   0.3560976  9.5118802
6307 Ntsc7359   0.3636364  8.8648015
6429 Ntsc7481   0.3365385  7.9802040
6480 Ntsc7532   0.4310345  2.0236575
6592 Ntsc7644   0.3391304  8.1395909
6616 Ntsc7668   0.3454545  6.3027804
6662 Ntsc7715   0.3567839  4.4356922
6704 Ntsc7757   0.3666667  8.2341683
6707 Ntsc7760   0.3531469 10.4149744
6730 Ntsc7783   0.4210526  9.4972545
6745 Ntsc7798   0.3650794  2.7345673
6795 Ntsc7848   0.3333333  3.6139229
6833 Ntsc7886   0.3500000 -2.1604126
6838 Ntsc7891   0.3714286  2.1341800
6839 Ntsc7892   0.3928571  9.4031248
6933 Ntsc7986   0.3333333  0.8128871
6964 Ntsc8017   0.5000000  4.3727817
7031 Ntsc8084   0.3513514  9.6172129

$sito_sa_sex
       Geneid methylation expression
134  Ntsc1175   1.0000000  8.2649446
150  Ntsc1191   0.3846154  9.4559617
269  Ntsc1310   0.3809524  8.3213133
364  Ntsc1405   0.4444444  7.9752974
387  Ntsc1428   0.3913043  7.4479243
417  Ntsc1459   0.3650794  8.7645302
420  Ntsc1462   0.4285714 11.3948669
493  Ntsc1535   0.3658537  6.0930190
518  Ntsc1560   0.3636364  6.5543365
520  Ntsc1562   0.4285714  6.4797571
594  Ntsc1636   0.4210526  8.7532232
642  Ntsc1684   0.5000000  8.0691080
692  Ntsc1734   0.4615385  7.1494512
698  Ntsc1740   0.3636364  7.2364819
728  Ntsc1770   0.7500000 -2.2558489
739  Ntsc1781   0.3636364  9.6603260
779  Ntsc1821   0.3950617  8.7869977
805  Ntsc1847   0.3655914  6.9080630
808  Ntsc1850   0.4347826  0.3993933
819  Ntsc1861   0.5333333  8.4401396
826  Ntsc1868   0.4021739  6.8999894
899  Ntsc1941   0.3719008  7.3139175
1085 Ntsc2128   0.3913043  7.9566277
1111 Ntsc2154   0.3641026  6.8188737
1196 Ntsc2239   0.4054054  9.5427281
1245 Ntsc2288   0.3947368  8.5887595
1270 Ntsc2313   0.4734513  9.2202670
1307 Ntsc2350   0.4285714  1.3914896
1371 Ntsc2414   0.4032258  6.4039204
1377 Ntsc2420   0.3783784  2.1690347
1411 Ntsc2454   0.5000000  2.4389710
1429 Ntsc2472   0.4375000 -1.9224067
1517 Ntsc2560   0.3744076  8.0998491
1657 Ntsc2700   0.3693182  8.3513688
1668 Ntsc2711   0.4000000  6.5543640
1682 Ntsc2725   0.3877551  1.5210607
1778 Ntsc2821   0.4088050 10.1288487
2248 Ntsc3293   0.4444444  6.2147638
2311 Ntsc3356   0.3723404 10.1805235
2333 Ntsc3378   0.3932584  9.0083819
2356 Ntsc3401   0.4210526 10.3377521
2783 Ntsc3829   0.4166667  3.4728443
2888 Ntsc3934   0.5000000 -2.1133396
2903 Ntsc3950   0.3658537  9.1664966
2918 Ntsc3965   0.4683544  4.3852796
3027 Ntsc4074   1.0000000  8.1178779
3119 Ntsc4166   0.3677419  9.4365707
3297 Ntsc4344   0.3707865  7.6340502
3391 Ntsc4438   0.3733333  1.7259243
3496 Ntsc4543   0.4193548  4.2623706
3532 Ntsc4579   0.3885714  8.1889002
3570 Ntsc4617   0.3636364  9.1776784
3676 Ntsc4723   0.3949580  7.4472006
3745 Ntsc4792   0.4000000  9.7746876
3793 Ntsc4840   0.5263158  8.4682331
3796 Ntsc4843   0.5000000  1.7527898
3800 Ntsc4847   0.3675214 10.6830346
3803 Ntsc4850   0.3641975  8.1572670
4115 Ntsc5162   0.4378698  8.9169967
4144 Ntsc5191   0.7182540 10.8914955
4145 Ntsc5192   0.6600660  9.3205641
4175 Ntsc5222   0.3632075 10.9963797
4254 Ntsc5302   0.3631579 10.1004779
4461 Ntsc5509   0.5491420  8.6080665
4776 Ntsc5824   0.3888889  1.0779384
4902 Ntsc5950   0.3642384  8.7045153
5017 Ntsc6065   0.4255319  6.5719400
5042 Ntsc6090   0.3636364  4.1249878
5053 Ntsc6101   0.3744493  8.0736037
5081 Ntsc6129   0.4090909  3.4367411
5096 Ntsc6144   1.0000000  7.0369360
5113 Ntsc6161   0.4545455 10.0275254
5121 Ntsc6169   0.3827160  8.9795816
5199 Ntsc6247   0.3934426  2.8047591
5259 Ntsc6307   0.3821990  2.5485708
5277 Ntsc6325   0.3727273  8.2546817
5297 Ntsc6345   0.3777778  7.4617001
5300 Ntsc6348   0.4018692  9.5653272
5371 Ntsc6420   0.3789062 12.3019001
5456 Ntsc6505   0.3715278  7.7569601
5524 Ntsc6573   0.4081633 -1.4252688
5546 Ntsc6596   0.4736842  6.5248464
5603 Ntsc6654   0.4230769  5.0475172
5739 Ntsc6790   0.3673469  8.2290604
5898 Ntsc6949   0.3875969  7.8167211
5926 Ntsc6977   0.4016393  4.2287161
5937 Ntsc6988   0.5000000  5.9522797
5960 Ntsc7011   0.3750000 10.9680219
5974 Ntsc7025   0.5200000  1.1766636
5979 Ntsc7030   0.3873518  9.5304327
6007 Ntsc7058   0.4000000  9.3827788
6074 Ntsc7125   0.4749340  8.1065240
6086 Ntsc7137   0.5000000 -2.3007593
6106 Ntsc7157   0.5000000  4.3210580
6160 Ntsc7211   0.3829787  3.9308082
6177 Ntsc7228   0.3846154  6.5859199
6178 Ntsc7229   0.3793103  6.9453398
6269 Ntsc7320   0.4210526  3.4372935
6294 Ntsc7345   0.3944954  7.8197814
6300 Ntsc7352   0.4048780  9.4271400
6518 Ntsc7570   0.3846154  7.6273102
6584 Ntsc7636   0.3904762  8.4837931
6659 Ntsc7712   0.3831776  4.1362903
6662 Ntsc7715   0.3869347  3.5312198
6838 Ntsc7891   0.5095238  2.4069957
6917 Ntsc7970   0.3723404  8.3614122
6964 Ntsc8017   0.5000000  4.5911144
7046 Ntsc8099   0.3684211  0.9161863

