Geneid	Locus	Namespace	GO.ID	GO.term	pubMedId	EvidenceCode
Ntsc3066	NCU00924	molecular_function	GO:0003923	GPI-anchor transamidase activity	19927742	IC: Inferred by Curator
Ntsc1157	NCU00925	biological_process	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1157	NCU00925	biological_process	GO:0042273	ribosomal large subunit biogenesis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1157	NCU00925	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1157	NCU00925	cellular_component	GO:0005730	nucleolus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1157	NCU00925	cellular_component	GO:0030687	preribosome, large subunit precursor	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3064	NCU00935	biological_process	GO:0010034	response to acetate	14599890	IEP: Inferred from Expression Pattern
Ntsc3069	NCU00939	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc3069	NCU00939	biological_process	GO:0016116	carotenoid metabolic process	22058142	IMP: Inferred from Mutant Phenotype
Ntsc3069	NCU00939	biological_process	GO:0030448	hyphal growth	22058142	IMP: Inferred from Mutant Phenotype
Ntsc3069	NCU00939	biological_process	GO:0051591	response to cAMP	22058142	IMP: Inferred from Mutant Phenotype
Ntsc3069	NCU00939	biological_process	GO:0075306	regulation of conidium formation	22058142	IMP: Inferred from Mutant Phenotype
Ntsc3075	NCU00943	molecular_function	GO:0015927	trehalase activity	    3159619	IDA: Inferred from Direct Assay
Ntsc3083	NCU00944	biological_process	GO:0006545	glycine biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3083	NCU00944	biological_process	GO:0006567	threonine catabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3083	NCU00944	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3083	NCU00944	molecular_function	GO:0004793	threonine aldolase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3083	NCU00944	molecular_function	GO:0008732	L-allo-threonine aldolase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3084	NCU00945	biological_process	GO:0030448	hyphal growth	16801547	IMP: Inferred from Mutant Phenotype
Ntsc3082	NCU00951	biological_process	GO:0007163	establishment or maintenance of cell polarity	12960438	IMP: Inferred from Mutant Phenotype
Ntsc3082	NCU00951	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc3082	NCU00951	molecular_function	GO:0004427	inorganic diphosphatase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3078	NCU00952	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
Ntsc3078	NCU00952	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	ISS: Inferred from Sequence or Structural Similarity
Ntsc3078	NCU00952	molecular_function	GO:0003735	structural constituent of ribosome	16451194	ISS: Inferred from Sequence or Structural Similarity
Ntsc1159	NCU00958	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc1160	NCU00959	biological_process	GO:0006099	tricarboxylic acid cycle	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1160	NCU00959	biological_process	GO:0006121	mitochondrial electron transport, succinate to ubiquinone	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1160	NCU00959	biological_process	GO:0042149	cellular response to glucose starvation	15531214	IEP: Inferred from Expression Pattern
Ntsc1160	NCU00959	cellular_component	GO:0005739	mitochondrion	17873079	IDA: Inferred from Direct Assay
Ntsc1160	NCU00959	cellular_component	GO:0005749	mitochondrial respiratory chain complex II	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1160	NCU00959	molecular_function	GO:0008177	succinate dehydrogenase (ubiquinone) activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3132	NCU00969	biological_process	GO:0006116	NADH oxidation	15863099	IC: Inferred by Curator
Ntsc3132	NCU00969	cellular_component	GO:0005739	mitochondrion	15863099	IC: Inferred by Curator
Ntsc3132	NCU00969	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc3132	NCU00969	cellular_component	GO:0005747	mitochondrial respiratory chain complex I	15863099	IC: Inferred by Curator
Ntsc3132	NCU00969	molecular_function	GO:0009055	electron carrier activity	15863099	IC: Inferred by Curator
Ntsc3114	NCU00981	biological_process	GO:0030489	processing of 27S pre-rRNA	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3114	NCU00981	biological_process	GO:0042273	ribosomal large subunit biogenesis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3114	NCU00981	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3114	NCU00981	cellular_component	GO:0030687	preribosome, large subunit precursor	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1516	NCU00999	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc4162	NCU01006	biological_process	GO:0032981	mitochondrial respiratory chain complex I assembly	9769214	IMP: Inferred from Mutant Phenotype
Ntsc4163	NCU01008	biological_process	GO:0000154	rRNA modification	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4163	NCU01008	biological_process	GO:0006364	rRNA processing	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4163	NCU01008	biological_process	GO:0042254	ribosome biogenesis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4163	NCU01008	cellular_component	GO:0005732	small nucleolar ribonucleoprotein complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4163	NCU01008	cellular_component	GO:0032040	small-subunit processome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4164	NCU01013	biological_process	GO:0006783	heme biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4164	NCU01013	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4164	NCU01013	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4164	NCU01013	molecular_function	GO:0004655	porphobilinogen synthase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4186	NCU01021	molecular_function	GO:0043565	sequence-specific DNA binding	18425733	IDA: Inferred from Direct Assay
Ntsc4187	NCU01023	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
Ntsc4187	NCU01023	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
Ntsc4187	NCU01023	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	IPI: Inferred from Physical Interaction
Ntsc4187	NCU01023	molecular_function	GO:0003735	structural constituent of ribosome	16451194	IPI: Inferred from Physical Interaction
Ntsc4166	NCU01024	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc4169	NCU01050	biological_process	GO:0030245	cellulose catabolic process	22188218	IDA: Inferred from Direct Assay
Ntsc4169	NCU01050	molecular_function	GO:0004497	monooxygenase activity	22188218	IDA: Inferred from Direct Assay
Ntsc4169	NCU01050	molecular_function	GO:0005507	copper ion binding	22004347	IDA: Inferred from Direct Assay
Ntsc4170	NCU01055	biological_process	GO:0015703	chromate transport	23085746	IMP: Inferred from Mutant Phenotype
Ntsc4170	NCU01055	biological_process	GO:0046687	response to chromate	23085746	IEP: Inferred from Expression Pattern
Ntsc4191	NCU01069	biological_process	GO:0000768	syncytium formation by plasma membrane fusion	21666072	IMP: Inferred from Mutant Phenotype
Ntsc4191	NCU01069	biological_process	GO:0006897	endocytosis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4191	NCU01069	biological_process	GO:0007015	actin filament organization	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4191	NCU01069	biological_process	GO:0007264	small GTPase mediated signal transduction	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4191	NCU01069	biological_process	GO:0030448	hyphal growth	22646057	IMP: Inferred from Mutant Phenotype
Ntsc4191	NCU01069	molecular_function	GO:0005096	GTPase activator activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4191	NCU01069	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1531	NCU01083	biological_process	GO:0008295	spermidine biosynthetic process	2139316	IMP: Inferred from Mutant Phenotype
Ntsc1531	NCU01083	molecular_function	GO:0004014	adenosylmethionine decarboxylase activity	10852489	TAS: Traceable Author Statement
Ntsc1531	NCU01083	molecular_function	GO:0004014	adenosylmethionine decarboxylase activity	2139316	IMP: Inferred from Mutant Phenotype
Ntsc4197	NCU01084	biological_process	GO:0016226	iron-sulfur cluster assembly	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4197	NCU01084	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4197	NCU01084	molecular_function	GO:0016887	ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4197	NCU01084	molecular_function	GO:0051539	4 iron, 4 sulfur cluster binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1557	NCU01099	biological_process	GO:0006348	chromatin silencing at telomere	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1557	NCU01099	biological_process	GO:0006360	transcription from RNA polymerase I promoter	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1557	NCU01099	biological_process	GO:0006383	transcription from RNA polymerase III promoter	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1557	NCU01099	biological_process	GO:0006817	phosphate transport	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1557	NCU01099	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1557	NCU01099	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1557	NCU01099	cellular_component	GO:0005774	vacuolar membrane	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1557	NCU01099	cellular_component	GO:0031902	late endosome membrane	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1557	NCU01099	molecular_function	GO:0005525	GTP binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1557	NCU01099	molecular_function	GO:0019003	GDP binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4219	NCU01101	cellular_component	GO:0005741	mitochondrial outer membrane	16294304	IDA: Inferred from Direct Assay
Ntsc4220	NCU01102	biological_process	GO:0032981	mitochondrial respiratory chain complex I assembly	11823466	IMP: Inferred from Mutant Phenotype
Ntsc4220	NCU01102	biological_process	GO:0045039	protein import into mitochondrial inner membrane	11823466	IGI: Inferred from Genetic Interaction
Ntsc4220	NCU01102	cellular_component	GO:0005739	mitochondrion	11823466	IEP: Inferred from Expression Pattern
Ntsc4220	NCU01102	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
Ntsc4224	NCU01116	biological_process	GO:0046513	ceramide biosynthetic process	18952903	IMP: Inferred from Mutant Phenotype
Ntsc4240	NCU01120	biological_process	GO:0007129	synapsis	16758206	IMP: Inferred from Mutant Phenotype
Ntsc4240	NCU01120	biological_process	GO:0007131	reciprocal meiotic recombination	16758206	IMP: Inferred from Mutant Phenotype
Ntsc4240	NCU01120	biological_process	GO:0045143	homologous chromosome segregation	16758206	IMP: Inferred from Mutant Phenotype
Ntsc4270	NCU01160	biological_process	GO:0006406	mRNA export from nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4270	NCU01160	biological_process	GO:0006415	translational termination	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4270	NCU01160	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4270	NCU01160	cellular_component	GO:0005643	nuclear pore	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4270	NCU01160	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4270	NCU01160	cellular_component	GO:0005844	polysome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4270	NCU01160	molecular_function	GO:0000822	inositol hexakisphosphate binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4270	NCU01160	molecular_function	GO:0003724	RNA helicase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4245	NCU01164	biological_process	GO:0006261	DNA-dependent DNA replication	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4245	NCU01164	biological_process	GO:0006281	DNA repair	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4245	NCU01164	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4245	NCU01164	cellular_component	GO:0035101	FACT complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4245	NCU01164	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4273	NCU01169	biological_process	GO:0006116	NADH oxidation	15863099	IC: Inferred by Curator
Ntsc4273	NCU01169	biological_process	GO:0030437	ascospore formation	11014810	IMP: Inferred from Mutant Phenotype
Ntsc4273	NCU01169	cellular_component	GO:0005739	mitochondrion	15863099	IC: Inferred by Curator
Ntsc4273	NCU01169	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc4273	NCU01169	cellular_component	GO:0005747	mitochondrial respiratory chain complex I	15863099	IC: Inferred by Curator
Ntsc4273	NCU01169	cellular_component	GO:0042652	mitochondrial respiratory chain complex I, peripheral segment	10491161	IMP: Inferred from Mutant Phenotype
Ntsc4273	NCU01169	molecular_function	GO:0008137	NADH dehydrogenase (ubiquinone) activity	10491161	IMP: Inferred from Mutant Phenotype
Ntsc4273	NCU01169	molecular_function	GO:0009055	electron carrier activity	15863099	IC: Inferred by Curator
Ntsc4250	NCU01181	cellular_component	GO:0009514	glyoxysome	20707002	IDA: Inferred from Direct Assay
Ntsc4256	NCU01192	biological_process	GO:0006272	leading strand elongation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4256	NCU01192	biological_process	GO:0006273	lagging strand elongation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4256	NCU01192	biological_process	GO:0006278	RNA-dependent DNA replication	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4256	NCU01192	biological_process	GO:0006280	mutagenesis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4256	NCU01192	biological_process	GO:0006284	base-excision repair	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4256	NCU01192	biological_process	GO:0006289	nucleotide-excision repair	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4256	NCU01192	biological_process	GO:0006301	postreplication repair	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4256	NCU01192	biological_process	GO:0043137	DNA replication, removal of RNA primer	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4256	NCU01192	biological_process	GO:0045005	maintenance of fidelity involved in DNA-dependent DNA replication	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4256	NCU01192	cellular_component	GO:0005657	replication fork	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4256	NCU01192	cellular_component	GO:0043625	delta DNA polymerase complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4256	NCU01192	molecular_function	GO:0003887	DNA-directed DNA polymerase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4256	NCU01192	molecular_function	GO:0008310	single-stranded DNA specific 3'-5' exodeoxyribonuclease activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4303	NCU01193	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc4277	NCU01195	biological_process	GO:0006537	glutamate biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4277	NCU01195	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4277	NCU01195	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4277	NCU01195	molecular_function	GO:0004354	glutamate dehydrogenase (NADP+) activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4257	NCU01198	cellular_component	GO:0031965	nuclear membrane	20592262	IEP: Inferred from Expression Pattern
Ntsc4294	NCU01200	cellular_component	GO:0005783	endoplasmic reticulum	17470367	IPI: Inferred from Physical Interaction
Ntsc4294	NCU01200	cellular_component	GO:0009514	glyoxysome	20707002	IDA: Inferred from Direct Assay
Ntsc4258	NCU01201	biological_process	GO:0018364	peptidyl-glutamine methylation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4258	NCU01201	biological_process	GO:0030488	tRNA methylation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4258	NCU01201	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4258	NCU01201	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4258	NCU01201	molecular_function	GO:0004809	tRNA (guanine-N2-)-methyltransferase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4258	NCU01201	molecular_function	GO:0008276	protein methyltransferase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4305	NCU01204	biological_process	GO:0030010	establishment of cell polarity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4305	NCU01204	biological_process	GO:0030010	establishment of cell polarity	15007097	None
Ntsc4305	NCU01204	cellular_component	GO:0001411	hyphal tip	20302965	IEP: Inferred from Expression Pattern
Ntsc4305	NCU01204	cellular_component	GO:0032168	hyphal septin ring	20302965	IEP: Inferred from Expression Pattern
Ntsc4260	NCU01206	molecular_function	GO:0042054	histone methyltransferase activity	16087750	ISS: Inferred from Sequence or Structural Similarity
Ntsc4262	NCU01213	cellular_component	GO:0005739	mitochondrion	    6249266	IDA: Inferred from Direct Assay
Ntsc4280	NCU01224	biological_process	GO:0006511	ubiquitin-dependent protein catabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4280	NCU01224	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4280	NCU01224	cellular_component	GO:0008540	proteasome regulatory particle, base subcomplex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4280	NCU01224	molecular_function	GO:0004175	endopeptidase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4280	NCU01224	molecular_function	GO:0016887	ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4263	NCU01225	biological_process	GO:0030448	hyphal growth	21354536	IMP: Inferred from Mutant Phenotype
Ntsc1569	NCU01229	biological_process	GO:0006357	regulation of transcription from RNA polymerase II promoter	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1569	NCU01229	biological_process	GO:0006400	tRNA modification	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1569	NCU01229	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1569	NCU01229	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1569	NCU01229	cellular_component	GO:0008023	transcription elongation factor complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4284	NCU01241	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
Ntsc4285	NCU01242	biological_process	GO:0009416	response to light stimulus	20675579	IEP: Inferred from Expression Pattern
Ntsc4266	NCU01243	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc4267	NCU01249	biological_process	GO:0000087	M phase of mitotic cell cycle	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4267	NCU01249	biological_process	GO:0006606	protein import into nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4267	NCU01249	biological_process	GO:0006607	NLS-bearing substrate import into nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4267	NCU01249	biological_process	GO:0006950	response to stress	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4267	NCU01249	biological_process	GO:0007346	regulation of mitotic cell cycle	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4267	NCU01249	biological_process	GO:0030261	chromosome condensation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4267	NCU01249	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4267	NCU01249	cellular_component	GO:0005635	nuclear envelope	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4267	NCU01249	molecular_function	GO:0030674	protein binding, bridging	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4312	NCU01255	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
Ntsc4310	NCU01256	biological_process	GO:0006751	glutathione catabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4310	NCU01256	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4310	NCU01256	molecular_function	GO:0008233	peptidase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4310	NCU01256	molecular_function	GO:0008242	omega peptidase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4314	NCU01258	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc4325	NCU01290	biological_process	GO:0006364	rRNA processing	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4325	NCU01290	biological_process	GO:0031118	rRNA pseudouridine synthesis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4325	NCU01290	biological_process	GO:0031120	snRNA pseudouridine synthesis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4325	NCU01290	cellular_component	GO:0031429	box H/ACA snoRNP complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4325	NCU01290	molecular_function	GO:0004730	pseudouridylate synthase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4325	NCU01290	molecular_function	GO:0009982	pseudouridine synthase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7917	NCU01318	biological_process	GO:0030433	ER-associated protein catabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7917	NCU01318	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7917	NCU01318	cellular_component	GO:0030127	COPII vesicle coat	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7917	NCU01318	molecular_function	GO:0005096	GTPase activator activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4359	NCU01328	biological_process	GO:0006098	pentose-phosphate shunt	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4359	NCU01328	molecular_function	GO:0004802	transketolase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4351	NCU01331	biological_process	GO:0000375	RNA splicing, via transesterification reactions	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4351	NCU01331	biological_process	GO:0000398	nuclear mRNA splicing, via spliceosome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4351	NCU01331	cellular_component	GO:0005730	nucleolus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4351	NCU01331	cellular_component	GO:0031428	box C/D snoRNP complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4351	NCU01331	cellular_component	GO:0032040	small-subunit processome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4351	NCU01331	cellular_component	GO:0046540	U4/U6 x U5 tri-snRNP complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4351	NCU01331	molecular_function	GO:0003723	RNA binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4342	NCU01332	biological_process	GO:0046677	response to antibiotic	11724795	IMP: Inferred from Mutant Phenotype
Ntsc4342	NCU01332	cellular_component	GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	8190074	IC: Inferred by Curator
Ntsc4342	NCU01332	cellular_component	GO:0016471	vacuolar proton-transporting V-type ATPase complex	11724795	IC: Inferred by Curator
Ntsc4342	NCU01332	molecular_function	GO:0046961	proton-transporting ATPase activity, rotational mechanism	11724795	IMP: Inferred from Mutant Phenotype
Ntsc4361	NCU01335	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	21965514	IMP: Inferred from Mutant Phenotype
Ntsc4361	NCU01335	biological_process	GO:0030437	ascospore formation	21965514	IMP: Inferred from Mutant Phenotype
Ntsc4353	NCU01341	biological_process	GO:0008380	RNA splicing	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4353	NCU01341	cellular_component	GO:0005685	U1 snRNP	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4346	NCU01343	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc4355	NCU01348	biological_process	GO:0033554	cellular response to stress	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4355	NCU01348	cellular_component	GO:0005783	endoplasmic reticulum	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4364	NCU01353	cellular_component	GO:0030446	hyphal cell wall	19555771	IEP: Inferred from Expression Pattern
Ntsc4378	NCU01360	biological_process	GO:0006116	NADH oxidation	15863099	IMP: Inferred from Mutant Phenotype
Ntsc4378	NCU01360	cellular_component	GO:0005739	mitochondrion	15863099	IC: Inferred by Curator
Ntsc4378	NCU01360	cellular_component	GO:0042653	mitochondrial respiratory chain complex I, membrane segment	15863099	IMP: Inferred from Mutant Phenotype
Ntsc4378	NCU01360	molecular_function	GO:0009055	electron carrier activity	15863099	IC: Inferred by Curator
Ntsc4368	NCU01369	biological_process	GO:0006413	translational initiation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4368	NCU01369	biological_process	GO:0008380	RNA splicing	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4368	NCU01369	molecular_function	GO:0003724	RNA helicase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4372	NCU01388	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	16457356	IMP: Inferred from Mutant Phenotype
Ntsc4372	NCU01388	biological_process	GO:0009272	fungal-type cell wall biogenesis	16457356	IMP: Inferred from Mutant Phenotype
Ntsc4372	NCU01388	biological_process	GO:0030448	hyphal growth	16457356	IMP: Inferred from Mutant Phenotype
Ntsc4372	NCU01388	biological_process	GO:0048315	conidium formation	16457356	IMP: Inferred from Mutant Phenotype
Ntsc4372	NCU01388	molecular_function	GO:0000030	mannosyltransferase activity	16457356	IMP: Inferred from Mutant Phenotype
Ntsc1598	NCU01393	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	22796096	IMP: Inferred from Mutant Phenotype
Ntsc1598	NCU01393	biological_process	GO:0009651	response to salt stress	22796096	IMP: Inferred from Mutant Phenotype
Ntsc1598	NCU01393	biological_process	GO:0030448	hyphal growth	22796096	IMP: Inferred from Mutant Phenotype
Ntsc1598	NCU01393	biological_process	GO:0048315	conidium formation	22796096	IMP: Inferred from Mutant Phenotype
Ntsc1598	NCU01393	biological_process	GO:0050708	regulation of protein secretion	22796096	IMP: Inferred from Mutant Phenotype
Ntsc1598	NCU01393	biological_process	GO:0070787	conidiophore development	22796096	IMP: Inferred from Mutant Phenotype
Ntsc4376	NCU01408	cellular_component	GO:0008180	signalosome	21151958	TAS: Traceable Author Statement
Ntsc1592	NCU01412	biological_process	GO:0006561	proline biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1592	NCU01412	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1592	NCU01412	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
